LAND;RWK;BEZ;GKZ;NAME
3;3B;311;G31123;St. Bernhard-Frauenhofen
3;3B;311;G31124;Sigmundsherberg
3;3B;311;G31129;Weitersfeld
3;3B;311;G31130;Straning-Grafenberg
3;3B;311;G31199;Wahlkarten - Horn
3;3A;312;G31200;Korneuburg
3;3A;312;G31201;Bisamberg
3;3A;312;G31202;Enzersfeld im Weinviertel
3;3A;312;G31203;Ernstbrunn
3;3A;312;G31204;Großmugl
3;3A;312;G31205;Großrußbach
3;3A;312;G31206;Hagenbrunn
3;3A;312;G31207;Harmannsdorf
3;3A;312;G31208;Hausleiten
3;3A;312;G31213;Korneuburg
3;3A;312;G31214;Langenzersdorf
3;3A;312;G31215;Leitzersdorf
3;3A;312;G31216;Leobendorf
3;3A;312;G31224;Rußbach
3;3A;312;G31226;Sierndorf
3;3A;312;G31227;Spillern
3;3A;312;G31228;Stetteldorf am Wagram
3;3A;312;G31229;Stetten
3;3A;312;G31230;Stockerau
3;3A;312;G31234;Niederhollabrunn
3;3A;312;G31235;Gerasdorf bei Wien
3;3A;312;G31299;Wahlkarten - Korneuburg
3;3B;313;G31300;Krems Land
3;3B;313;G31301;Aggsbach
3;3B;313;G31302;Albrechtsberg an der Großen Krems
3;3B;313;G31303;Bergern im Dunkelsteinerwald
3;3B;313;G31304;Dürnstein
3;3B;313;G31308;Grafenegg
3;3B;313;G31309;Furth bei Göttweig
3;3B;313;G31310;Gedersdorf
3;3B;313;G31311;Gföhl
3;3B;313;G31315;Hadersdorf-Kammern
3;3B;313;G31319;Jaidhof
3;3B;313;G31321;Krumau am Kamp
3;3B;313;G31322;Langenlois
3;3B;313;G31323;Lengenfeld
3;3B;313;G31324;Lichtenau im Waldviertel
3;3B;313;G31326;Maria Laach am Jauerling
3;3B;313;G31327;Mautern an der Donau
3;3B;313;G31330;Mühldorf
3;3B;313;G31333;Paudorf
3;3B;313;G31336;Rastenfeld
3;3B;313;G31337;Rohrendorf bei Krems
3;3B;313;G31338;Rossatz-Arnsdorf
3;3B;313;G31340;St. Leonhard am Hornerwald
3;3B;313;G31343;Senftenberg
3;3B;313;G31344;Spitz
3;3B;313;G31346;Straß im Straßertale
3;3B;313;G31347;Stratzing
3;3B;313;G31350;Weinzierl am Walde
3;3B;313;G31351;Weißenkirchen in der Wachau
3;3B;313;G31355;Schönberg am Kamp
3;3B;313;G31356;Droß
3;3B;313;G31399;Wahlkarten - Krems Land
3;3D;314;G31400;Lilienfeld
3;3D;314;G31401;Annaberg
3;3D;314;G31402;Eschenau
3;3D;314;G31403;Hainfeld
3;3D;314;G31404;Hohenberg
3;3D;314;G31405;Kaumberg
3;3D;314;G31406;Kleinzell
3;3D;314;G31407;Lilienfeld
3;3D;314;G31408;Mitterbach am Erlaufsee
3;3D;314;G31409;Ramsau
3;3D;314;G31410;Rohrbach an der Gölsen
3;3D;314;G31411;St. Aegyd am Neuwalde
3;3D;314;G31412;St. Veit an der Gölsen
3;3D;314;G31413;Traisen
3;3D;314;G31414;Türnitz
3;3D;314;G31499;Wahlkarten - Lilienfeld
3;3C;315;G31500;Melk
3;3C;315;G31502;Artstetten-Pöbring
3;3C;315;G31503;Bergland
3;3C;315;G31504;Bischofstetten
3;3C;315;G31505;Blindenmarkt
3;3C;315;G31506;Dorfstetten
3;3C;315;G31507;Dunkelsteinerwald
3;3C;315;G31508;Erlauf
3;3C;315;G31509;Golling an der Erlauf
3;3C;315;G31511;Hofamt Priel
3;3C;315;G31513;Hürm
3;3C;315;G31514;Kilb
3;3C;315;G31515;Kirnberg an der Mank
3;3C;315;G31516;Klein-Pöchlarn
3;3C;315;G31517;Krummnußbaum
3;3C;315;G31519;Leiben
3;3C;315;G31520;Loosdorf
3;3C;315;G31521;Mank
3;3C;315;G31522;Marbach an der Donau
3;3C;315;G31523;Maria Taferl
3;3C;315;G31524;Melk
3;3C;315;G31525;Münichreith-Laimbach
3;3C;315;G31527;Neumarkt an der Ybbs
3;3C;315;G31528;Nöchling
3;3C;315;G31530;Persenbeug-Gottsdorf
3;3C;315;G31531;Petzenkirchen
3;3C;315;G31533;Pöchlarn
3;3C;315;G31534;Pöggstall
3;3C;315;G31535;Raxendorf
3;3C;315;G31537;Ruprechtshofen
3;3C;315;G31539;St. Leonhard am Forst
3;3C;315;G31540;St. Martin-Karlsbach
3;3C;315;G31541;St. Oswald
3;3C;315;G31542;Schönbühel-Aggsbach
3;3C;315;G31543;Schollach
3;3C;315;G31546;Weiten
3;3C;315;G31549;Ybbs an der Donau
3;3C;315;G31550;Zelking-Matzleinsdorf
3;3C;315;G31551;Texingtal
3;3C;315;G31552;Yspertal
3;3C;315;G31553;Emmersdorf an der Donau
3;3C;315;G31599;Wahlkarten - Melk
3;3A;316;G31600;Mistelbach
3;3A;316;G31601;Altlichtenwarth
3;3A;316;G31603;Asparn an der Zaya
3;3A;316;G31604;Bernhardsthal
3;3A;316;G31605;Bockfließ
3;3A;316;G31606;Drasenhofen
3;3A;316;G31608;Falkenstein
3;3A;316;G31609;Fallbach
3;3A;316;G31611;Gaubitsch
3;3A;316;G31612;Gaweinstal
3;3A;316;G31613;Gnadendorf
3;3A;316;G31614;Großebersdorf
3;3A;316;G31615;Großengersdorf
3;3A;316;G31616;Großharras
3;3A;316;G31617;Großkrut
3;3A;316;G31620;Hausbrunn
3;3A;316;G31621;Herrnbaumgarten
3;3A;316;G31622;Hochleithen
3;3A;316;G31627;Kreuttal
3;3A;316;G31628;Kreuzstetten
3;3A;316;G31629;Laa an der Thaya
3;3A;316;G31630;Ladendorf
3;3A;316;G31633;Mistelbach
3;3A;316;G31634;Neudorf im Weinviertel
3;3A;316;G31636;Niederleis
3;3A;316;G31642;Pillichsdorf
3;3A;316;G31644;Poysdorf
3;3A;316;G31645;Rabensburg
3;3A;316;G31646;Schrattenberg
3;3A;316;G31649;Staatz
3;3A;316;G31650;Stronsdorf
3;3A;316;G31651;Ulrichskirchen-Schleinbach
3;3A;316;G31652;Unterstinkenbrunn
3;3A;316;G31653;Wildendürnbach
3;3A;316;G31654;Wilfersdorf
3;3A;316;G31655;Wolkersdorf im Weinviertel
3;3A;316;G31658;Ottenthal
3;3A;316;G31699;Wahlkarten - Mistelbach
3;3F;317;G31700;Mödling
3;3F;317;G31701;Achau
3;3F;317;G31702;Biedermannsdorf
3;3F;317;G31703;Breitenfurt bei Wien
3;3F;317;G31704;Brunn am Gebirge
3;3F;317;G31706;Gaaden
3;3F;317;G31707;Gießhübl
3;3F;317;G31709;Gumpoldskirchen
3;3F;317;G31710;Guntramsdorf
3;3F;317;G31711;Hennersdorf
3;3F;317;G31712;Hinterbrühl
3;3F;317;G31713;Kaltenleutgeben
3;3F;317;G31714;Laab im Walde
3;3F;317;G31715;Laxenburg
3;3F;317;G31716;Maria Enzersdorf
3;3F;317;G31717;Mödling
3;3F;317;G31718;Münchendorf
3;3F;317;G31719;Perchtoldsdorf
3;3F;317;G31723;Vösendorf
3;3F;317;G31725;Wiener Neudorf
3;3F;317;G31726;Wienerwald
3;3F;317;G31799;Wahlkarten - Mödling
3;3E;318;G31800;Neunkirchen
3;3E;318;G31801;Altendorf
3;3E;318;G31802;Aspang-Markt
3;3E;318;G31803;Aspangberg-St. Peter
3;3E;318;G31804;Breitenau
3;3E;318;G31805;Breitenstein
3;3E;318;G31806;Buchbach
3;3E;318;G31807;Edlitz
3;3E;318;G31808;Enzenreith
3;3E;318;G31809;Feistritz am Wechsel
3;3E;318;G31810;Gloggnitz
3;3E;318;G31811;Grafenbach-St. Valentin
3;3E;318;G31812;Grimmenstein
3;3E;318;G31813;Grünbach am Schneeberg
3;3E;318;G31814;Kirchberg am Wechsel
3;3E;318;G31815;Mönichkirchen
3;3E;318;G31817;Natschbach-Loipersbach
3;3E;318;G31818;Neunkirchen
3;3E;318;G31820;Otterthal
3;3E;318;G31821;Payerbach
3;3E;318;G31823;Pitten
3;3E;318;G31825;Prigglitz
3;3E;318;G31826;Puchberg am Schneeberg
3;3E;318;G31827;Raach am Hochgebirge
3;3E;318;G31829;Reichenau an der Rax
3;3E;318;G31830;St. Corona am Wechsel
3;3E;318;G31831;St. Egyden am Steinfeld
3;3E;318;G31832;Scheiblingkirchen-Thernberg
3;3E;318;G31833;Schottwien
3;3E;318;G31834;Schrattenbach
3;3E;318;G31835;Schwarzau am Steinfeld
3;3E;318;G31836;Schwarzau im Gebirge
3;3E;318;G31837;Seebenstein
3;3E;318;G31838;Semmering
3;3E;318;G31839;Ternitz
3;3E;318;G31840;Thomasberg
3;3E;318;G31841;Trattenbach
3;3E;318;G31842;Bürg-Vöstenhof
3;3E;318;G31843;Warth
3;3E;318;G31844;Wartmannstetten
3;3E;318;G31845;Willendorf
3;3E;318;G31846;Wimpassing im Schwarzatale
3;3E;318;G31847;Würflach
3;3E;318;G31848;Zöbern
3;3E;318;G31849;Höflein an der Hohen Wand
3;3E;318;G31899;Wahlkarten - Neunkirchen
3;3D;319;G31900;Sankt Pölten Land
3;3D;319;G31901;Altlengbach
3;3D;319;G31902;Asperhofen
3;3D;319;G31903;Böheimkirchen
3;3D;319;G31904;Brand-Laaben
3;3D;319;G31905;Eichgraben
3;3D;319;G31906;Frankenfels
3;3D;319;G31907;Gerersdorf
3;3D;319;G31909;Hofstetten-Grünau
3;3D;319;G31910;Hafnerbach
3;3D;319;G31911;Haunoldstein
3;3D;319;G31912;Herzogenburg
3;3D;319;G31913;Inzersdorf-Getzersdorf
3;3D;319;G31915;Kapelln
3;3D;319;G31916;Karlstetten
3;3D;319;G31917;Kasten bei Böheimkirchen
3;3D;319;G31918;Kirchberg an der Pielach
3;3D;319;G31919;Kirchstetten
3;3D;319;G31920;Loich
3;3D;319;G31921;Maria-Anzbach
3;3D;319;G31922;Markersdorf-Haindorf
3;3D;319;G31923;Michelbach
3;3D;319;G31925;Neidling
3;3D;319;G31926;Neulengbach
3;3D;319;G31927;Neustift-Innermanzing
3;3D;319;G31928;Nußdorf ob der Traisen
3;3D;319;G31929;Ober-Grafendorf
3;3D;319;G31930;Obritzberg-Rust
3;3D;319;G31932;Prinzersdorf
3;3D;319;G31934;Pyhra
3;3D;319;G31935;Rabenstein an der Pielach
3;3D;319;G31938;St. Margarethen an der Sierning
3;3D;319;G31939;Schwarzenbach an der Pielach
3;3D;319;G31940;Statzendorf
3;3D;319;G31941;Stössing
3;3D;319;G31943;Traismauer
3;3D;319;G31945;Weinburg
3;3D;319;G31946;Perschling
3;3D;319;G31947;Wilhelmsburg
3;3D;319;G31948;Wölbling
3;3D;319;G31949;Gablitz
3;3D;319;G31950;Mauerbach
3;3D;319;G31951;Pressbaum
3;3D;319;G31952;Purkersdorf
3;3D;319;G31953;Tullnerbach
3;3D;319;G31954;Wolfsgraben
3;3D;319;G31999;Wahlkarten - Sankt Pölten Land
3;3C;320;G32000;Scheibbs
3;3C;320;G32001;Gaming
3;3C;320;G32002;Göstling an der Ybbs
3;3C;320;G32003;Gresten
3;3C;320;G32004;Gresten-Land
3;3C;320;G32005;Lunz am See
3;3C;320;G32006;Oberndorf an der Melk
3;3C;320;G32007;Puchenstuben
3;3C;320;G32008;Purgstall an der Erlauf
3;3C;320;G32009;Randegg
3;3C;320;G32010;Reinsberg
3;3C;320;G32011;St. Anton an der Jeßnitz
3;3C;320;G32012;St. Georgen an der Leys
3;3C;320;G32013;Scheibbs
3;3C;320;G32014;Steinakirchen am Forst
3;3C;320;G32015;Wang
3;3C;320;G32016;Wieselburg
3;3C;320;G32017;Wieselburg-Land
3;3C;320;G32018;Wolfpassing
3;3C;320;G32099;Wahlkarten - Scheibbs
3;3D;321;G32100;Tulln
3;3D;321;G32101;Absdorf
3;3D;321;G32104;Atzenbrugg
3;3D;321;G32106;Fels am Wagram
3;3D;321;G32107;Grafenwörth
3;3D;321;G32109;Großriedenthal
3;3D;321;G32110;Großweikersdorf
3;3D;321;G32112;Judenau-Baumgarten
3;3D;321;G32114;Kirchberg am Wagram
3;3D;321;G32115;Königsbrunn am Wagram
3;3D;321;G32116;Königstetten
3;3D;321;G32119;Langenrohr
3;3D;321;G32120;Michelhausen
3;3D;321;G32131;Sieghartskirchen
3;3D;321;G32132;Sitzenberg-Reidling
3;3D;321;G32134;Tulbing
3;3D;321;G32135;Tulln an der Donau
3;3D;321;G32139;Würmla
3;3D;321;G32140;Zeiselmauer-Wolfpassing
3;3D;321;G32141;Zwentendorf an der Donau
3;3D;321;G32142;St. Andrä-Wördern
3;3D;321;G32143;Muckendorf-Wipfing
3;3D;321;G32144;Klosterneuburg
3;3D;321;G32199;Wahlkarten - Tulln
3;3B;322;G32200;Waidhofen an der Thaya
3;3B;322;G32202;Dietmanns
3;3B;322;G32203;Dobersberg
3;3B;322;G32206;Gastern
3;3B;322;G32207;Groß-Siegharts
3;3B;322;G32209;Karlstein an der Thaya
3;3B;322;G32210;Kautzen
3;3B;322;G32212;Ludweis-Aigen
3;3B;322;G32214;Pfaffenschlag bei Waidhofen a.d.Thaya
3;3B;322;G32216;Raabs an der Thaya
3;3B;322;G32217;Thaya
3;3B;322;G32219;Vitis
3;3B;322;G32220;Waidhofen an der Thaya
3;3B;322;G32221;Waidhofen an der Thaya-Land
3;3B;322;G32222;Waldkirchen an der Thaya
3;3B;322;G32223;Windigsteig
3;3B;322;G32299;Wahlkarten - Waidhofen an der Thaya
3;3E;323;G32300;Wiener Neustadt Land
3;3E;323;G32301;Bad Fischau-Brunn
3;3E;323;G32302;Bad Schönau
3;3E;323;G32304;Ebenfurth
3;3E;323;G32305;Eggendorf
3;3E;323;G32306;Bad Erlach
3;3E;323;G32307;Felixdorf
3;3E;323;G32308;Gutenstein
3;3E;323;G32309;Hochneukirchen-Gschaidt
3;3E;323;G32310;Hochwolkersdorf
3;3E;323;G32311;Hohe Wand
3;3E;323;G32312;Hollenthon
3;3E;323;G32313;Katzelsdorf
3;3E;323;G32314;Kirchschlag in der Buckligen Welt
3;3E;323;G32315;Krumbach
3;3E;323;G32316;Lanzenkirchen
3;3E;323;G32317;Lichtenegg
3;3E;323;G32318;Lichtenwörth
3;3E;323;G32319;Markt Piesting
3;3E;323;G32320;Matzendorf-Hölles
3;3E;323;G32321;Miesenbach
3;3E;323;G32322;Muggendorf
3;3E;323;G32323;Pernitz
3;3E;323;G32324;Rohr im Gebirge
3;3E;323;G32325;Bromberg
3;3E;323;G32326;Schwarzenbach
3;3E;323;G32327;Sollenau
3;3E;323;G32330;Theresienfeld
3;3E;323;G32331;Waidmannsfeld
3;3E;323;G32332;Waldegg
3;3E;323;G32333;Walpersbach
3;3E;323;G32334;Weikersdorf am Steinfelde
3;3E;323;G32335;Wiesmath
3;3E;323;G32336;Winzendorf-Muthmannsdorf
3;3E;323;G32337;Wöllersdorf-Steinabrückl
3;3E;323;G32338;Zillingdorf
3;3E;323;G32399;Wahlkarten - Wiener Neustadt Land
3;3B;325;G32500;Zwettl
3;3B;325;G32501;Allentsteig
3;3B;325;G32502;Arbesbach
3;3B;325;G32503;Bärnkopf
3;3B;325;G32504;Echsenbach
3;3B;325;G32505;Göpfritz an der Wild
3;3B;325;G32506;Grafenschlag
3;3B;325;G32508;Groß Gerungs
3;3B;325;G32509;Großgöttfritz
3;3B;325;G32511;Gutenbrunn
3;3B;325;G32514;Kirchschlag
3;3B;325;G32515;Kottes-Purk
3;3B;325;G32516;Langschlag
3;3B;325;G32517;Martinsberg
3;3B;325;G32518;Ottenschlag
3;3B;325;G32519;Altmelon
3;3B;325;G32520;Pölla
3;3B;325;G32521;Rappottenstein
3;3B;325;G32522;Sallingberg
3;3B;325;G32523;Schönbach
3;3B;325;G32524;Schwarzenau
3;3B;325;G32525;Schweiggers
3;3B;325;G32528;Bad Traunstein
3;3B;325;G32529;Waldhausen
3;3B;325;G32530;Zwettl-Niederösterreich
3;3B;325;G32599;Wahlkarten - Zwettl
4;;;G40000;Oberösterreich
4;;;G40099;Wahlkarten - Oberösterreich
4;4A;;G4A000;Linz und Umgebung
4;4A;;G4A099;Wahlkarten - Linz und Umgebung
4;4B;;G4B000;Innviertel
4;4B;;G4B099;Wahlkarten - Innviertel
4;4C;;G4C000;Hausruckviertel
4;4C;;G4C099;Wahlkarten - Hausruckviertel
4;4D;;G4D000;Traunviertel
4;4D;;G4D099;Wahlkarten - Traunviertel
4;4E;;G4E000;Mühlviertel
4;4E;;G4E099;Wahlkarten - Mühlviertel
4;4A;401;G40100;Linz Stadt
4;4A;401;G40101;Linz
4;4A;401;G40199;Wahlkarten - Linz Stadt
4;4D;402;G40200;Steyr Stadt
4;4D;402;G40201;Steyr
4;4D;402;G40299;Wahlkarten - Steyr Stadt
4;4C;403;G40300;Wels Stadt
4;4C;403;G40301;Wels
4;4C;403;G40399;Wahlkarten - Wels Stadt
4;4B;404;G40400;Braunau am Inn
4;4B;404;G40401;Altheim
4;4B;404;G40402;Aspach
4;4B;404;G40403;Auerbach
4;4B;404;G40404;Braunau am Inn
4;4B;404;G40405;Burgkirchen
4;4B;404;G40406;Eggelsberg
4;4B;404;G40407;Feldkirchen bei Mattighofen
4;4B;404;G40408;Franking
4;4B;404;G40409;Geretsberg
4;4B;404;G40410;Gilgenberg am Weilhart
4;4B;404;G40411;Haigermoos
4;4B;404;G40412;Handenberg
4;4B;404;G40413;Helpfau-Uttendorf
4;4B;404;G40414;Hochburg-Ach
4;4B;404;G40415;Höhnhart
4;4B;404;G40416;Jeging
4;4B;404;G40417;Kirchberg bei Mattighofen
4;4B;404;G40418;Lengau
4;4B;404;G40419;Lochen am See
4;4B;404;G40420;Maria Schmolln
4;4B;404;G40421;Mattighofen
4;4B;404;G40422;Mauerkirchen
4;4B;404;G40423;Mining
4;4B;404;G40424;Moosbach
4;4B;404;G40425;Moosdorf
4;4B;404;G40426;Munderfing
4;4B;404;G40427;Neukirchen an der Enknach
4;4B;404;G40428;Ostermiething
4;4B;404;G40429;Palting
4;4B;404;G40430;Perwang am Grabensee
4;4B;404;G40431;Pfaffstätt
4;4B;404;G40432;Pischelsdorf am Engelbach
4;4B;404;G40433;Polling im Innkreis
4;4B;404;G40434;Roßbach
4;4B;404;G40435;St. Georgen am Fillmannsbach
4;4B;404;G40436;St. Johann am Walde
4;4B;404;G40437;St. Pantaleon
4;4B;404;G40438;St. Peter am Hart
4;4B;404;G40439;St. Radegund
4;4B;404;G40440;St. Veit im Innkreis
4;4B;404;G40441;Schalchen
4;4B;404;G40442;Schwand im Innkreis
4;4B;404;G40443;Tarsdorf
4;4B;404;G40444;Treubach
4;4B;404;G40445;Überackern
4;4B;404;G40446;Weng im Innkreis
4;4B;404;G40499;Wahlkarten - Braunau am Inn
4;4C;405;G40500;Eferding
4;4C;405;G40501;Alkoven
4;4C;405;G40502;Aschach an der Donau
4;4C;405;G40503;Eferding
4;4C;405;G40504;Fraham
4;4C;405;G40505;Haibach ob der Donau
4;4C;405;G40506;Hartkirchen
4;4C;405;G40507;Hinzenbach
4;4C;405;G40508;Prambachkirchen
4;4C;405;G40509;Pupping
4;4C;405;G40510;St. Marienkirchen an der Polsenz
4;4C;405;G40511;Scharten
4;4C;405;G40512;Stroheim
4;4C;405;G40599;Wahlkarten - Eferding
4;4E;406;G40600;Freistadt
4;4E;406;G40601;Freistadt
4;4E;406;G40602;Grünbach
4;4E;406;G40603;Gutau
4;4E;406;G40604;Hagenberg im Mühlkreis
4;4E;406;G40605;Hirschbach im Mühlkreis
4;4E;406;G40606;Kaltenberg
4;4E;406;G40607;Kefermarkt
4;4E;406;G40608;Königswiesen
4;4E;406;G40609;Lasberg
4;4E;406;G40610;Leopoldschlag
4;4E;406;G40611;Liebenau
4;4E;406;G40612;Neumarkt im Mühlkreis
4;4E;406;G40613;Pierbach
4;4E;406;G40614;Pregarten
4;4E;406;G40615;Rainbach im Mühlkreis
4;4E;406;G40616;Sandl
4;4E;406;G40617;St. Leonhard bei Freistadt
4;4E;406;G40618;St. Oswald bei Freistadt
4;4E;406;G40619;Schönau im Mühlkreis
4;4E;406;G40620;Tragwein
4;4E;406;G40621;Unterweißenbach
4;4E;406;G40622;Unterweitersdorf
4;4E;406;G40623;Waldburg
4;4E;406;G40624;Wartberg ob der Aist
4;4E;406;G40625;Weitersfelden
4;4E;406;G40626;Windhaag bei Freistadt
4;4E;406;G40627;Bad Zell
4;4E;406;G40699;Wahlkarten - Freistadt
4;4D;407;G40700;Gmunden
4;4D;407;G40701;Altmünster
4;4D;407;G40702;Bad Goisern am Hallstättersee
4;4D;407;G40703;Bad Ischl
4;4D;407;G40704;Ebensee am Traunsee
4;4D;407;G40705;Gmunden
4;4D;407;G40706;Gosau
4;4D;407;G40707;Grünau im Almtal
4;4D;407;G40708;Gschwandt
4;4D;407;G40709;Hallstatt
4;4D;407;G40710;Kirchham
4;4D;407;G40711;Laakirchen
4;4D;407;G40712;Obertraun
4;4D;407;G40713;Ohlsdorf
4;4D;407;G40714;Pinsdorf
4;4D;407;G40715;Roitham am Traunfall
4;4D;407;G40716;St. Konrad
4;4D;407;G40717;St. Wolfgang im Salzkammergut
4;4D;407;G40718;Traunkirchen
4;4D;407;G40719;Scharnstein
4;4D;407;G40720;Vorchdorf
4;4D;407;G40799;Wahlkarten - Gmunden
4;4C;408;G40800;Grieskirchen
4;4C;408;G40801;Aistersheim
4;4C;408;G40802;Bad Schallerbach
4;4C;408;G40804;Eschenau im Hausruckkreis
4;4C;408;G40805;Gallspach
4;4C;408;G40806;Gaspoltshofen
4;4C;408;G40807;Geboltskirchen
4;4C;408;G40808;Grieskirchen
4;4C;408;G40809;Haag am Hausruck
4;4C;408;G40810;Heiligenberg
4;4C;408;G40811;Hofkirchen an der Trattnach
4;4C;408;G40812;Kallham
4;4C;408;G40813;Kematen am Innbach
4;4C;408;G40814;Meggenhofen
4;4C;408;G40815;Michaelnbach
4;4C;408;G40816;Natternbach
4;4C;408;G40817;Neukirchen am Walde
4;4C;408;G40818;Neumarkt im Hausruckkreis
4;4C;408;G40820;Pötting
4;4C;408;G40821;Pollham
4;4C;408;G40822;Pram
4;4C;408;G40823;Rottenbach
4;4C;408;G40824;St. Agatha
4;4C;408;G40825;St. Georgen bei Grieskirchen
4;4C;408;G40826;St. Thomas
4;4C;408;G40827;Schlüßlberg
4;4C;408;G40828;Steegen
4;4C;408;G40829;Taufkirchen an der Trattnach
4;4C;408;G40830;Tollet
4;4C;408;G40831;Waizenkirchen
4;4C;408;G40832;Wallern an der Trattnach
4;4C;408;G40833;Weibern
4;4C;408;G40834;Wendling
4;4C;408;G40835;Peuerbach
4;4C;408;G40899;Wahlkarten - Grieskirchen
4;4D;409;G40900;Kirchdorf an der Krems
4;4D;409;G40901;Edlbach
4;4D;409;G40902;Grünburg
4;4D;409;G40903;Hinterstoder
4;4D;409;G40904;Inzersdorf im Kremstal
4;4D;409;G40905;Kirchdorf an der Krems
4;4D;409;G40906;Klaus an der Pyhrnbahn
4;4D;409;G40907;Kremsmünster
4;4D;409;G40908;Micheldorf in Oberösterreich
4;4D;409;G40909;Molln
4;4D;409;G40910;Nußbach
4;4D;409;G40911;Oberschlierbach
4;4D;409;G40912;Pettenbach
4;4D;409;G40913;Ried im Traunkreis
4;4D;409;G40914;Rosenau am Hengstpaß
4;4D;409;G40915;Roßleithen
4;4D;409;G40916;St. Pankraz
4;4D;409;G40917;Schlierbach
4;4D;409;G40918;Spital am Pyhrn
4;4D;409;G40919;Steinbach am Ziehberg
4;4D;409;G40920;Steinbach an der Steyr
4;4D;409;G40921;Vorderstoder
4;4D;409;G40922;Wartberg an der Krems
4;4D;409;G40923;Windischgarsten
4;4D;409;G40999;Wahlkarten - Kirchdorf an der Krems
4;4A;410;G41000;Linz-Land
4;4A;410;G41001;Allhaming
4;4A;410;G41002;Ansfelden
4;4A;410;G41003;Asten
4;4A;410;G41004;Eggendorf im Traunkreis
4;4A;410;G41005;Enns
4;4A;410;G41006;Hargelsberg
4;4A;410;G41007;Hörsching
4;4A;410;G41008;Hofkirchen im Traunkreis
4;4A;410;G41009;Kematen an der Krems
4;4A;410;G41010;Kirchberg-Thening
4;4A;410;G41011;Kronstorf
4;4A;410;G41012;Leonding
4;4A;410;G41013;St. Florian
4;4A;410;G41014;Neuhofen an der Krems
